MultilingualFrameId,FrameName,SweFN_FrameId,SweFN_MatchEvaluation,BrasilFN_FrameId,BrasilFN_MatchEvaluation,DiCoEnviro_FrameId,DiCoEnviro_MatchEvaluation,BFN_FrameId,BFN_MatchEvaluation,GFOL_FrameId,GFOL_MatchEvaluation,DiCoInfo_FrameId,DiCoInfo_MatchEvaluation,GermanFN_FrameId,GermanFN_MatchEvaluation,SpanishFN_FrameId,SpanishFN_MatchEvaluation
632,Exporting,303,ExactMatch,699,ExactMatch,,,1568,ExactMatch,,,,,256,ExactMatch,134,ExactMatch
633,Expressing_publicly,304,ExactMatch,738,ExactMatch,,,1622,ExactMatch,,,,,301,ExactMatch,,
634,Extradition,305,ExactMatch,626,ExactMatch,,,1370,ExactMatch,,,,,165,ExactMatch,,
635,Extreme_point,306,ExactMatch,703,ExactMatch,,,1573,ExactMatch,,,,,261,ExactMatch,,
636,Extreme_value,307,ExactMatch,715,ExactMatch,,,1596,ExactMatch,,,,,275,ExactMatch,,
637,Facial_expression,329,ExactMatch,147,ExactMatch,,,161,ExactMatch,,,,,291,ExactMatch,,
638,Fairness_evaluation,330,ExactMatch,346,ExactMatch,,,376,ExactMatch,,,,,1008,ExactMatch,,
639,Fall_asleep,331,ExactMatch,266,ExactMatch,,,292,ExactMatch,,,,,898,ExactMatch,,
640,Fall_for,332,ExactMatch,1053,ExactMatch,,,2572,ExactMatch,,,,,709,ExactMatch,,
641,Fame,498,ExactMatch,830,ExactMatch,,,1880,ExactMatch,,,,,417,ExactMatch,,
642,Familiarity,335,ExactMatch,716,ExactMatch,,,1597,ExactMatch,27,ExactMatch,,,276,ExactMatch,,
643,Fastener,337,ExactMatch,717,ExactMatch,,,1598,ExactMatch,,,,,277,ExactMatch,,
644,Fear,338,ExactMatch,920,ExactMatch,,,2052,ExactMatch,,,,,522,ExactMatch,,
645,Feeding,,,1535,ExactMatch,,,,,,,,,,,,
646,Feeling,342,ExactMatch,365,ExactMatch,,,396,ExactMatch,,,,,1029,ExactMatch,,
647,Fehlen_von_Beschränkungen_Bildschema,,,,,,,,,,,,,1728,ExactMatch,,
648,Feigning,1155,ExactMatch,8,ExactMatch,,,12,ExactMatch,,,,,106,ExactMatch,,
649,Ferramenta,,,1449,ExactMatch,,,,,,,,,,,,
650,Fertilizing,,,,,85,ExactMatch,,,,,,,,,,
651,Fertilizing_animal,,,,,86,ExactMatch,,,,,,,,,,
652,Fields,269,ExactMatch,618,ExactMatch,,,1345,ExactMatch,,,,,155,ExactMatch,,
653,Fighting,,,,,,,,,19,ExactMatch,,,,,,
654,Fighting_activity,537,ExactMatch,432,ExactMatch,,,563,ExactMatch,,,,,1110,ExactMatch,,
655,Filling,273,ExactMatch,53,ExactMatch,87,ExactMatch,59,ExactMatch,,,,,1113,ExactMatch,135,ExactMatch
656,Finals,,,1238,ExactMatch,,,,,,,,,,,,
657,Fining,263,ExactMatch,200,ExactMatch,,,223,ExactMatch,,,,,594,ExactMatch,136,ExactMatch
658,Finish_competition,383,ExactMatch,465,ExactMatch,,,798,ExactMatch,,,,,1168,ExactMatch,,
659,Finish_game,35,ExactMatch,964,ExactMatch,,,2193,ExactMatch,,,,,581,ExactMatch,,
660,Fire_break,,,1181,ExactMatch,,,2837,ExactMatch,,,,,866,ExactMatch,,
661,Fire_burning,891,ExactMatch,1170,ExactMatch,,,2824,ExactMatch,,,,,854,ExactMatch,,
662,Fire_emergency_scenario,,,1178,ExactMatch,,,2833,ExactMatch,,,,,863,ExactMatch,,
663,Fire_end_scenario,,,1168,ExactMatch,,,2822,ExactMatch,,,,,852,ExactMatch,,
664,Fire_going_out,888,ExactMatch,1169,ExactMatch,,,2823,ExactMatch,,,,,853,ExactMatch,,
665,Fire_stopping_scenario,,,1167,ExactMatch,,,2821,ExactMatch,,,,,851,ExactMatch,,
666,Firefighting,,,1177,ExactMatch,,,2832,ExactMatch,,,,,862,ExactMatch,,
667,Firing,265,ExactMatch,298,ExactMatch,,,326,ExactMatch,,,,,955,ExactMatch,,
668,Firing_point,,,1106,ExactMatch,,,2662,ExactMatch,,,,,772,ExactMatch,,
669,First_experience,308,ExactMatch,512,ExactMatch,,,1027,ExactMatch,,,,,16,ExactMatch,137,ExactMatch
670,First_rank,711,ExactMatch,371,ExactMatch,,,402,ExactMatch,,,,,1035,ExactMatch,,
671,Fleeing,708,ExactMatch,759,ExactMatch,,,1659,ExactMatch,,,,,324,ExactMatch,,
672,Flood,,,,,88,ExactMatch,,,,,,,,,,
673,Fluidic_motion,310,ExactMatch,317,ExactMatch,,,345,ExactMatch,,,,,976,ExactMatch,138,ExactMatch
674,Food,41,ExactMatch,252,ExactMatch,89,TooSpecific,277,ExactMatch,,,,,835,ExactMatch,,
675,Food_gathering,554,ExactMatch,888,ExactMatch,90,ExactMatch,2008,ExactMatch,,,,,488,ExactMatch,,
676,Food_service,,,1423,ExactMatch,,,,,,,,,,,,
677,Foreign_or_domestic_country,617,ExactMatch,658,ExactMatch,,,1483,ExactMatch,,,,,208,ExactMatch,,
678,Forestry,,,,,91,ExactMatch,,,,,,,,,,
679,Forging,592,ExactMatch,761,ExactMatch,,,1661,ExactMatch,,,,,327,ExactMatch,,
680,Forgiveness,791,ExactMatch,370,ExactMatch,,,401,ExactMatch,,,,,1034,ExactMatch,,
681,Forgoing,212,ExactMatch,607,ExactMatch,,,1304,ExactMatch,,,,,140,ExactMatch,,
682,Forming_relationships,25,ExactMatch,450,ExactMatch,,,723,ExactMatch,,,,,1146,ExactMatch,,
683,Fortbewegungsmittel_mitfahren,,,,,,,,,,,,,1135,ExactMatch,,
684,Fortschritt,,,,,,,,,,,,,151,ExactMatch,,
685,Fortschritt_als_Vorwärtsbewegung,,,,,,,,,,,,,1659,ExactMatch,,
686,Fragmentation_scenario,230,ExactMatch,823,ExactMatch,,,1861,ExactMatch,,,,,408,ExactMatch,,
687,Freeing_from_confinement,19,ExactMatch,1116,ExactMatch,,,2674,ExactMatch,,,,,783,ExactMatch,,
688,Fremdpositionierung,,,,,,,,,,,,,2279,ExactMatch,,
689,Frequency,213,ExactMatch,74,ExactMatch,,,80,ExactMatch,,,,,1170,ExactMatch,,
690,Friction,620,ExactMatch,468,ExactMatch,,,820,ExactMatch,,,,,1175,ExactMatch,,
691,Friendly_or_hostile,,,1117,ExactMatch,,,2675,ExactMatch,,,,,784,ExactMatch,,
692,Front_for,218,ExactMatch,789,ExactMatch,,,1734,ExactMatch,,,,,363,ExactMatch,,
693,Frugality,30,ExactMatch,78,ExactMatch,,,84,ExactMatch,,,,,1178,ExactMatch,,
694,Fugitive,246,ExactMatch,1125,ExactMatch,,,2684,ExactMatch,,,,,793,ExactMatch,,
695,Fullness,31,ExactMatch,220,ExactMatch,,,244,ExactMatch,,,,,668,ExactMatch,139,ExactMatch
696,Function,364,ExactMatch,1040,ExactMatch,,,2523,ExactMatch,,,,,691,ExactMatch,,
697,Functional_area,,,,,92,ExactMatch,,,,,,,,,,
698,Funding,,,1386,ExactMatch,,,2982,ExactMatch,,,,,916,ExactMatch,,
699,Furniture,372,ExactMatch,1414,ExactMatch,,,,,,,,,,,,
700,Ganzes_als_Besitzer,,,,,,,,,,,,,1599,ExactMatch,,
701,Gas,,,,,93,ExactMatch,,,,,,,,,,
702,Gas_by_producer,,,,,94,ExactMatch,,,,,,,,,,
703,Gathering_up,370,ExactMatch,235,ExactMatch,,,260,ExactMatch,,,,,732,ExactMatch,140,ExactMatch
704,Gegenkraft_Bildschema,,,,,,,,,,,,,1742,ExactMatch,,
705,Gemeinsames_Vorwissen,,,,,,,,,,,,,1569,ExactMatch,,
706,Gesture,353,ExactMatch,30,ExactMatch,,,36,ExactMatch,,,,,992,ExactMatch,141,ExactMatch
707,Get_a_job,65,ExactMatch,296,ExactMatch,,,324,ExactMatch,,,,,953,ExactMatch,,
708,Get_document,,,1275,ExactMatch,,,,,,,,,,,,
709,Getting,357,ExactMatch,161,ExactMatch,,,179,ExactMatch,,,,,377,ExactMatch,142,ExactMatch
710,Getting_scenario,387,ExactMatch,584,ExactMatch,,,1191,ExactMatch,,,,,104,ExactMatch,143,ExactMatch
711,Getting_triggered,,,1387,ExactMatch,,,2640,ExactMatch,,,,,755,ExactMatch,,
712,Getting_underway,384,ExactMatch,747,ExactMatch,,,1641,ExactMatch,,,,,311,ExactMatch,,
713,Getting_up,391,ExactMatch,646,ExactMatch,,,1420,ExactMatch,,,,,190,ExactMatch,,
714,Getting_vehicle_underway,389,ExactMatch,637,ExactMatch,,,1387,ExactMatch,,,,,177,ExactMatch,,
715,Give_energy,,,,,95,ExactMatch,,,,,,,,,,
716,Give_impression,377,ExactMatch,61,ExactMatch,,,67,ExactMatch,,,,,1129,ExactMatch,,
717,Giving,381,ExactMatch,127,ExactMatch,,,139,ExactMatch,,,,,180,ExactMatch,144,ExactMatch
718,Giving_birth,379,ExactMatch,256,ExactMatch,96,TooGeneral,281,ExactMatch,,,,,846,ExactMatch,,
719,Giving_in,328,ExactMatch,666,ExactMatch,,,1497,ExactMatch,,,,,216,ExactMatch,,
720,Giving_scenario,326,ExactMatch,583,ExactMatch,,,1190,ExactMatch,,,,,103,ExactMatch,145,ExactMatch
721,Gizmo,771,ExactMatch,97,ExactMatch,,,106,ExactMatch,,,,,27,ExactMatch,,
722,Go_dancing,,,1270,ExactMatch,,,,,,,,,,,,
723,Go_into_shape,334,ExactMatch,950,ExactMatch,,,2137,ExactMatch,,,,,561,ExactMatch,,
724,Go_places,,,1293,ExactMatch,,,,,,,,,,,,
725,Go_shopping,,,1274,ExactMatch,,,,,,,,,,,,
726,Goal,319,ExactMatch,571,ExactMatch,,,1177,ExactMatch,,,,,89,ExactMatch,,
727,Going_back_on_a_commitment,318,ExactMatch,697,ExactMatch,,,1566,ExactMatch,,,,,254,ExactMatch,,
728,Government_institution,550,ExactMatch,1100,ExactMatch,,,2655,ExactMatch,,,,,765,ExactMatch,,
729,Gradable_artistic_quality,,,1150,ExactMatch,,,2722,ExactMatch,,,,,823,ExactMatch,,
730,Gradable_attributes,323,ExactMatch,503,ExactMatch,,,1015,ExactMatch,,,,,6,ExactMatch,146,ExactMatch
731,Gradable_proximity,,,1193,ExactMatch,,,2900,ExactMatch,,,,,886,ExactMatch,,
732,Graph_shape,60,ExactMatch,1038,ExactMatch,,,2520,ExactMatch,,,,,689,ExactMatch,,
733,Grasp,59,ExactMatch,495,ExactMatch,,,979,ExactMatch,,,,,1216,ExactMatch,147,ExactMatch
734,Greenhouse_effect,,,,,97,ExactMatch,,,,,,,,,,
735,Greeting,,,1557,ExactMatch,,,,,,,,,,,,
736,Grinding,61,ExactMatch,323,ExactMatch,,,351,ExactMatch,,,,,983,ExactMatch,,
737,Grooming,99,ExactMatch,145,ExactMatch,,,159,ExactMatch,20,ExactMatch,,,270,ExactMatch,,
738,Ground_up,96,ExactMatch,329,ExactMatch,,,357,ExactMatch,,,,,989,ExactMatch,,
739,Grouping_by_number,,,,,98,ExactMatch,,,,,,,,,,
740,Grouping_by_type,,,,,99,ExactMatch,,,,,,,,,,
741,Growing_food,102,ExactMatch,893,ExactMatch,100,ExactMatch,2014,ExactMatch,,,,,493,ExactMatch,,
742,Guest_and_host,100,ExactMatch,836,ExactMatch,,,1890,ExactMatch,,,,,424,ExactMatch,,
743,Guilt_or_innocence,91,ExactMatch,536,ExactMatch,,,1110,ExactMatch,,,,,49,ExactMatch,,
744,Gusto,785,ExactMatch,1051,ExactMatch,,,2569,ExactMatch,,,,,706,ExactMatch,,
745,Hair_configuration,95,ExactMatch,115,ExactMatch,,,126,ExactMatch,,,,,124,ExactMatch,,
746,Halt,93,ExactMatch,509,ExactMatch,,,1024,ExactMatch,,,,,13,ExactMatch,148,ExactMatch
747,Handlungsende_als_Wegende,,,,,,,,,,,,,1991,ExactMatch,,
748,Handlungsleichtigkeit_als_Bewegungsleichtigkeit,,,,,,,,,,,,,1684,ExactMatch,,
749,Handlungsmöglichkeit_als_Bewegungsmöglichkeit,,,,,,,,,,,,,2693,ExactMatch,,
750,Handlungsweise_als_Bewegungsart,,,,,,,,,,,,,1634,ExactMatch,,
751,Hardware_setup,,,,,,,,,,,26,ExactMatch,,,,
752,Have_as_requirement,14,ExactMatch,660,ExactMatch,,,1491,ExactMatch,,,,,210,ExactMatch,149,ExactMatch
753,Have_as_translation_equivalent,13,ExactMatch,754,ExactMatch,,,1654,ExactMatch,,,,,,,,
754,Have_associated,16,ExactMatch,868,ExactMatch,,,1933,ExactMatch,,,,,460,ExactMatch,,
755,Have_visitor_over,237,ExactMatch,880,ExactMatch,,,1951,ExactMatch,,,,,474,ExactMatch,,
756,Having_access_to,,,,,,,,,,,27,ExactMatch,,,,
757,Having_commercial_agreement,864,ExactMatch,706,ExactMatch,,,1577,ExactMatch,,,,,264,ExactMatch,150,ExactMatch
758,Having_or_lacking_access,861,ExactMatch,826,ExactMatch,,,1870,ExactMatch,,,28,WeakMatch,412,ExactMatch,,
759,Health_exam,,,1478,ExactMatch,,,,,,,,,,,,
760,Health_response,862,ExactMatch,46,ExactMatch,,,52,ExactMatch,,,,,1097,ExactMatch,,
761,Healthcare_service,,,1483,ExactMatch,,,,,,,,,,,,
762,Hear,868,ExactMatch,,,,,,NoMatch,,,,,,,151,ExactMatch
763,Hearsay,,,31,ExactMatch,,,37,ExactMatch,,,,,1002,ExactMatch,,
764,Heat_potential,865,ExactMatch,1001,ExactMatch,,,2284,ExactMatch,,,,,627,ExactMatch,,
765,Hedging,956,ExactMatch,1209,ExactMatch,,,2960,ExactMatch,,,,,907,ExactMatch,,
766,Heralding,866,ExactMatch,519,ExactMatch,,,1054,ExactMatch,,,,,26,ExactMatch,,
767,Hide_in_ground,,,,,101,ExactMatch,,,,,,,,,,
768,Hiding_objects,464,ExactMatch,765,ExactMatch,,,1673,ExactMatch,,,,,332,ExactMatch,,
769,Hindering,856,ExactMatch,402,ExactMatch,,,480,ExactMatch,,,,,1073,ExactMatch,,
770,Hire_provide_touristic_services,,,1216,ExactMatch,,,,,,,,,,,,
771,Hiring,452,ExactMatch,294,ExactMatch,,,322,ExactMatch,,,,,951,ExactMatch,,
772,Historic_event,854,ExactMatch,850,ExactMatch,,,1908,ExactMatch,,,,,439,ExactMatch,,
773,History,859,ExactMatch,940,ExactMatch,,,2113,ExactMatch,,,,,549,ExactMatch,,
774,History_scenario,494,ExactMatch,939,ExactMatch,,,2110,ExactMatch,,,,,548,ExactMatch,,
775,Hit_or_miss,857,ExactMatch,844,ExactMatch,,,1902,ExactMatch,,,,,433,ExactMatch,,
776,Hit_target,388,ExactMatch,406,ExactMatch,,,485,ExactMatch,,,,,1077,ExactMatch,,
777,Holding_off_on,879,ExactMatch,705,ExactMatch,,,1576,ExactMatch,,,,,263,ExactMatch,,
778,Honor,,,,,,,,NoMatch,,,,,,,152,ExactMatch
779,Hospital,,,1262,ExactMatch,,,,,,,,,,,,
780,Hospitality,558,ExactMatch,882,ExactMatch,,,1970,ExactMatch,,,,,478,ExactMatch,,
781,Hostile_encounter,877,ExactMatch,86,ExactMatch,,,93,ExactMatch,,,,,1199,ExactMatch,,
782,Hosting_event,,,1365,ExactMatch,,,,,,,,,,,,
783,Human_activity,,,,,102,ExactMatch,,,,,,,,,,
784,Human_by_activity,,,,,103,ExactMatch,,,,,,,,,,
785,Human_by_conviction,,,,,104,ExactMatch,,,,,,,,,,
786,Human_by_number,,,,,106,ExactMatch,,,,,,,,,,
787,Human_by_number_in_location,,,,,107,ExactMatch,,,,,,,,,,
788,Human_by_use,,,,,108,ExactMatch,,,,,,,,,,
789,Human_entity,,,,,109,ExactMatch,,,,,,,,,,
790,Human_hunting,,,,,110,ExactMatch,,,,,,,,,,
791,Hunting,883,ExactMatch,886,ExactMatch,111,TooGeneral,2006,ExactMatch,,,,,486,ExactMatch,,
792,Hunting_scenario,884,ExactMatch,889,ExactMatch,,,2009,ExactMatch,,,,,489,ExactMatch,,
793,Hunting_success_or_failure,881,ExactMatch,890,ExactMatch,,,2010,ExactMatch,,,,,491,ExactMatch,,
794,Ideen_als_Besitz,,,,,,,,,,,,,1819,ExactMatch,,
795,Ideen_als_Biologische_Entitäten,,,,,,,,,,,,,2472,ExactMatch,,
796,Ideen_als_Essen,,,,,,,,,,,,,1849,ExactMatch,,
797,Ideen_als_Maschinen,,,,,,,,,,,,,2648,ExactMatch,,
798,Identicality,882,ExactMatch,513,ExactMatch,,,1029,ExactMatch,,,,,17,ExactMatch,,
799,Identity,,,1388,ExactMatch,,,3000,ExactMatch,,,,,922,ExactMatch,,
800,Identity_scenario,,,1389,ExactMatch,,,3001,ExactMatch,,,,,923,ExactMatch,,
801,Idiosyncrasy,530,ExactMatch,497,ExactMatch,,,982,ExactMatch,,,,,1219,ExactMatch,,
802,Image_schema,872,ExactMatch,895,ExactMatch,,,2016,ExactMatch,,,,,495,ExactMatch,,
803,Imitating,869,ExactMatch,764,ExactMatch,,,1672,ExactMatch,,,,,331,ExactMatch,,
804,Immobilization,832,ExactMatch,225,ExactMatch,,,250,ExactMatch,,,,,682,ExactMatch,,
805,Impact,829,ExactMatch,285,ExactMatch,,,311,ExactMatch,,,,,941,ExactMatch,153,ExactMatch
806,Import_export,830,ExactMatch,,,,,,NoMatch,,,,,,,154,ExactMatch
807,Import_export_scenario,835,ExactMatch,391,ExactMatch,,,422,ExactMatch,,,,,1057,ExactMatch,,
808,Importance,836,ExactMatch,376,ExactMatch,,,407,ExactMatch,,,,,1040,ExactMatch,155,ExactMatch
809,Importing,833,ExactMatch,698,ExactMatch,,,1567,ExactMatch,,,,,255,ExactMatch,156,ExactMatch
810,Imposing_obligation,834,ExactMatch,663,ExactMatch,,,1494,ExactMatch,,,,,213,ExactMatch,157,ExactMatch
811,Impression,823,ExactMatch,996,ExactMatch,,,2262,ExactMatch,,,,,620,ExactMatch,,
812,Imprisonment,824,ExactMatch,537,ExactMatch,,,1111,ExactMatch,,,,,50,ExactMatch,,
813,Improvement_or_decline,,,1390,ExactMatch,,,3012,ExactMatch,,,,,926,ExactMatch,,
814,Improvised_explosive_device,821,ExactMatch,1084,ExactMatch,,,2623,ExactMatch,,,,,746,ExactMatch,,
815,Inchoative_attaching,827,ExactMatch,,,,,,NoMatch,,,,,,,158,ExactMatch
816,Inchoative_change_of_temperature,828,ExactMatch,,,,,,NoMatch,,,,,,,159,ExactMatch
817,Inchoative_detaching,,,,,,,,NoMatch,,,,,,,160,ExactMatch
818,Inchoative_emptying,,,,,,,,NoMatch,,,,,,,161,ExactMatch
819,Inchoative_filling,,,,,,,,NoMatch,,,,,,,162,ExactMatch
820,Inchoative_fluidic_motion,,,,,,,,NoMatch,,,,,,,163,ExactMatch
821,Inclination,825,ExactMatch,347,ExactMatch,,,377,ExactMatch,,,,,1009,ExactMatch,,
822,Inclusion,826,ExactMatch,554,ExactMatch,,,1153,ExactMatch,,,,,70,ExactMatch,,
823,Inclusion_scenario,847,ExactMatch,816,ExactMatch,,,1821,ExactMatch,,,,,398,ExactMatch,164,ExactMatch
824,Increment,848,ExactMatch,500,ExactMatch,,,1001,ExactMatch,,,,,3,ExactMatch,,
825,Indicating,845,ExactMatch,933,ExactMatch,,,2090,ExactMatch,,,,,539,ExactMatch,,
826,Indigenous_origin,846,ExactMatch,690,ExactMatch,,,1552,ExactMatch,,,,,246,ExactMatch,,
827,Indirect_fouls,,,1330,ExactMatch,,,,,,,,,,,,
828,Individual_history,851,ExactMatch,848,ExactMatch,,,1906,ExactMatch,,,,,437,ExactMatch,,
829,Individual_moves,,,1356,ExactMatch,,,,,,,,,,,,
830,Ineffability,852,ExactMatch,866,ExactMatch,,,1930,ExactMatch,,,,,458,ExactMatch,,
831,Infecting,894,ExactMatch,1188,ExactMatch,,,2851,ExactMatch,,,,,875,ExactMatch,,
832,Influence,,,,,,,,NoMatch,,,,,,,165,ExactMatch
833,Influence_of_event_on_cognizer,849,ExactMatch,,,,,,NoMatch,,,,,,,166,ExactMatch
834,Influencing_potential,850,ExactMatch,1027,ExactMatch,,,2450,ExactMatch,,,,,671,ExactMatch,,
835,Information,839,ExactMatch,712,ExactMatch,,,1591,ExactMatch,,,,,272,ExactMatch,167,ExactMatch
836,Information_display,840,ExactMatch,1098,ExactMatch,,,2653,ExactMatch,,,29,WeakMatch,763,ExactMatch,,
837,Infractions,,,1316,ExactMatch,,,,,,,,,,,,
838,Infrastructure,837,ExactMatch,656,ExactMatch,,,1481,ExactMatch,,,,,206,ExactMatch,,
839,Ingest_substance,814,ExactMatch,356,ExactMatch,,,386,ExactMatch,,,,,1019,ExactMatch,168,ExactMatch
840,Ingestion,815,ExactMatch,238,ExactMatch,112,TooGeneral,263,ExactMatch,14,ExactMatch,,,752,ExactMatch,169,ExactMatch
841,Ingredients,812,ExactMatch,621,ExactMatch,,,1348,ExactMatch,,,,,158,ExactMatch,,
842,Inherent_purpose,,,1144,ExactMatch,,,2716,ExactMatch,,,,,816,ExactMatch,,
843,Inhibit_motion_scenario,,,1108,ExactMatch,,,2664,ExactMatch,,,,,774,ExactMatch,,
844,Inhibit_movement,813,ExactMatch,221,ExactMatch,,,245,ExactMatch,,,,,670,ExactMatch,,
845,Inspecting,819,ExactMatch,599,ExactMatch,,,1262,ExactMatch,,,30,TooSpecific,127,ExactMatch,,
846,Installing,816,ExactMatch,686,ExactMatch,,,1541,ExactMatch,,,31,ExactMatch,241,ExactMatch,,
847,Installing_resume,,,,,,,,,,,32,ExactMatch,,,,
848,Instance,817,ExactMatch,121,ExactMatch,,,132,ExactMatch,,,,,145,ExactMatch,170,ExactMatch
849,Institutionalization,806,ExactMatch,736,ExactMatch,,,1620,ExactMatch,,,,,299,ExactMatch,,
850,Institutions,807,ExactMatch,723,ExactMatch,,,1604,ExactMatch,,,,,285,ExactMatch,,
851,Intensivierung,,,,,,,,,,,,,2287,ExactMatch,,
852,Intentional_deception,,,1052,ExactMatch,,,2570,ExactMatch,,,,,708,ExactMatch,,
853,Intentional_traversing,802,ExactMatch,748,ExactMatch,,,1642,ExactMatch,,,,,312,ExactMatch,,
854,Intentionally_act,542,ExactMatch,178,ExactMatch,,,198,ExactMatch,,,,,479,ExactMatch,171,ExactMatch
855,Intentionally_affect,437,ExactMatch,207,ExactMatch,,,230,ExactMatch,,,,,633,ExactMatch,172,ExactMatch
856,Intentionally_create,436,ExactMatch,255,ExactMatch,,,280,ExactMatch,,,33,WeakMatch,844,ExactMatch,173,ExactMatch
857,Interactive_moves,,,1357,ExactMatch,,,,,,,,,,,,
858,Intercepting,435,ExactMatch,677,ExactMatch,,,1522,ExactMatch,,,,,230,ExactMatch,,
859,Interior_profile_relation,,,572,ExactMatch,,,1178,ExactMatch,,,,,90,ExactMatch,,
860,Interrupt_process,434,ExactMatch,839,ExactMatch,,,1894,ExactMatch,,,,,427,ExactMatch,174,ExactMatch
861,Intoxicants,432,ExactMatch,359,ExactMatch,,,390,ExactMatch,,,,,1023,ExactMatch,,
862,Intoxication,431,ExactMatch,192,ExactMatch,,,214,ExactMatch,,,,,563,ExactMatch,,
863,Invading,430,ExactMatch,901,ExactMatch,,,2022,ExactMatch,,,,,502,ExactMatch,,
864,Invasion_scenario,429,ExactMatch,903,ExactMatch,,,2025,ExactMatch,,,,,504,ExactMatch,,
865,Irregular_combatants,428,ExactMatch,1072,ExactMatch,,,2598,ExactMatch,,,,,730,ExactMatch,,
866,Isolated_places,427,ExactMatch,389,ExactMatch,,,420,ExactMatch,,,,,1055,ExactMatch,,
867,Judgment,425,ExactMatch,23,ExactMatch,,,28,ExactMatch,,,,,843,ExactMatch,175,ExactMatch
868,Judgment_communication,424,ExactMatch,197,ExactMatch,,,219,ExactMatch,,,,,578,ExactMatch,176,ExactMatch
869,Judgment_direct_address,423,ExactMatch,448,ExactMatch,,,711,ExactMatch,,,,,1143,ExactMatch,,
870,Judgment_of_impact_on_the_environment,,,,,113,ExactMatch,,,,,,,,,,
871,Judgment_of_intensity,426,ExactMatch,,,114,WeakMatch,2720,ExactMatch,,,,,821,ExactMatch,,
872,Judicial_body,450,ExactMatch,726,ExactMatch,,,1607,ExactMatch,,,,,288,ExactMatch,,
873,Jury_deliberation,449,ExactMatch,270,ExactMatch,,,296,ExactMatch,,,,,906,ExactMatch,,
874,Just_found_out,448,ExactMatch,918,ExactMatch,,,2050,ExactMatch,,,,,520,ExactMatch,,
875,Justifying,447,ExactMatch,416,ExactMatch,,,512,ExactMatch,,,,,1090,ExactMatch,,
876,Key,446,ExactMatch,1156,ExactMatch,,,2743,ExactMatch,,,,,831,ExactMatch,,
877,Kidnapping,445,ExactMatch,111,ExactMatch,,,122,ExactMatch,,,,,112,ExactMatch,,
878,Killing,444,ExactMatch,433,ExactMatch,115,ExactMatch,590,ExactMatch,,,,,1114,ExactMatch,177,ExactMatch
879,Kinship,443,ExactMatch,95,ExactMatch,,,104,ExactMatch,18,ExactMatch,,,20,ExactMatch,,
880,Knot_creation,442,ExactMatch,223,ExactMatch,,,247,ExactMatch,,,,,674,ExactMatch,,
881,Knot_creation_scenario,441,ExactMatch,777,ExactMatch,,,1700,ExactMatch,,,,,348,ExactMatch,,
882,Kommunikativer_Kontext,,,,,,,,,,,,,2267,ExactMatch,,
883,Konkurrenz,,,,,,,,,,,,,2263,ExactMatch,,
884,Konsens_indizieren,,,,,,,,,,,,,2285,ExactMatch,,
885,Kontinuität,,,,,,,,,,,,,2265,ExactMatch,,
886,Labeling,440,ExactMatch,594,ExactMatch,,,1250,ExactMatch,,,,,121,ExactMatch,,
887,Labor_product,409,ExactMatch,958,ExactMatch,,,2164,ExactMatch,,,,,572,ExactMatch,,
888,Language_ability,,,1504,ExactMatch,,,,,,,,,,,,
889,Languages,408,ExactMatch,1455,ExactMatch,,,,,,,,,,,,
890,Lateralidade,,,1453,ExactMatch,,,,,,,,,,,,
891,Launch_process,407,ExactMatch,926,ExactMatch,,,2070,ExactMatch,,,,,530,ExactMatch,,
892,Law,406,ExactMatch,482,ExactMatch,,,950,ExactMatch,,,,,1202,ExactMatch,,
893,Law_enforcement_agency,405,ExactMatch,1101,ExactMatch,,,2656,ExactMatch,,,,,766,ExactMatch,,
894,Laying_eggs,,,,,116,ExactMatch,,,,,,,,,,
895,Leadership,404,ExactMatch,67,ExactMatch,,,73,ExactMatch,,,,,1150,ExactMatch,,
896,Leaving_traces,403,ExactMatch,1035,ExactMatch,,,2501,ExactMatch,,,,,684,ExactMatch,,
897,Left_to_do,402,ExactMatch,516,ExactMatch,,,1041,ExactMatch,,,,,22,ExactMatch,,
898,Legal_rulings,,,931,ExactMatch,,,2076,ExactMatch,,,,,535,ExactMatch,,
899,Legality,401,ExactMatch,409,ExactMatch,,,501,ExactMatch,,,,,1083,ExactMatch,,
900,Lending,400,ExactMatch,1160,ExactMatch,,,2781,ExactMatch,,,,,839,ExactMatch,,
901,Level_of_force_exertion,,,1391,ExactMatch,,,1563,ExactMatch,,,,,251,ExactMatch,,
902,Level_of_force_resistance,,,1392,ExactMatch,,,2061,ExactMatch,,,,,528,ExactMatch,,
903,Level_of_light,399,ExactMatch,1140,ExactMatch,,,2712,ExactMatch,,,,,812,ExactMatch,,
904,Light_movement,398,ExactMatch,120,ExactMatch,,,131,ExactMatch,,,,,143,ExactMatch,,
905,Likelihood,397,ExactMatch,103,ExactMatch,,,114,ExactMatch,,,,,58,ExactMatch,178,ExactMatch
906,Limitation,396,ExactMatch,1143,ExactMatch,,,2715,ExactMatch,,,,,815,ExactMatch,,
907,Limiting,395,ExactMatch,1142,ExactMatch,,,2714,ExactMatch,,,,,814,ExactMatch,,
908,Linguistic_meaning,422,ExactMatch,375,ExactMatch,,,406,ExactMatch,,,,,1039,ExactMatch,,
909,Lively_place,421,ExactMatch,846,ExactMatch,,,1904,ExactMatch,,,,,435,ExactMatch,,
